Gene,System.Urogenital/Reproductive System.Kidney.RENAL CORTEX,System.Digestive System.Intestine.INTESTINAL EPITHELIAL CELL,System.Cardiovascular System.Heart.VENTRICLE,System.Urogenital/Reproductive System.Ovary.OOCYTE,System.Cardiovascular System.Heart.ATRIUM,System.Urogenital/Reproductive System.Ovary.GRANULOSA,System.Digestive System.Intestine.SMALL INTESTINE,System.Digestive System.Liver.HEPATOCYTE,System.Immune System.Myeloid.KUPFFER CELL,System.Respiratory System.Trachea.TRACHEA,System.Digestive System.Liver.LIVER,System.Digestive System.Stomach.GASTRIC EPITHELIAL CELL,System.Integumentary System.Skin.KERATINOCYTE,System.Integumentary System.Skin.BASAL CELL,System.Muscular System.Smooth muscle.VASCULAR SMOOTH MUSCLE,System.Urogenital/Reproductive System.Kidney.KIDNEY,System.Digestive System.Intestine.COLON,System.Urogenital/Reproductive System.Testis.TESTIS,System.Connective Tissue.Adipose tissue.ADIPOSE,System.Cardiovascular System.Heart.HEART,System.Cardiovascular System.Heart.VALVE,System.Urogenital/Reproductive System.Ovary.OVARY,System.Nervous System.CNS.MEDULLA,System.Urogenital/Reproductive System.Kidney.PODOCYTE,System.Nervous System.CNS.THALAMUS,System.Nervous System.Eye.RETINA,System.Urogenital/Reproductive System.Breast.MAMMARY GLAND,System.Digestive System.Intestine.COLON MUCOSA,System.Nervous System.CNS.HYPOTHALAMUS,System.Digestive System.Pancreas.BETA CELL,System.Muscular System.Skeletal muscle.SKELETAL MUSCLE,System.Nervous System.CNS.ASTROCYTE,System.Nervous System.CNS.CEREBRAL CORTEX,System.Urogenital/Reproductive System.Breast.BREAST,System.Respiratory System.Lung.LUNG EPITHELIAL CELL,System.Digestive System.Esophagus.ESOPHAGUS,System.Nervous System.PNS.SENSORY NEURON,System.Connective Tissue.Adipose tissue.ADIPOCYTE,System.Integumentary System.Skin.SKIN,System.Muscular System.Smooth muscle.AIRWAY SMOOTH MUSCLE,System.Connective Tissue.Bone marrow.CHONDROCYTE,System.Digestive System.Liver.HEPATIC STELLATE CELL,System.Integumentary System.Skin.MELANOCYTE,System.Muscular System.Smooth muscle.MYOFIBROBLAST,System.Connective Tissue.Bone.OSTEOBLAST,System.Nervous System.CNS.PONS,System.Connective Tissue.Bone marrow.BONE MARROW,System.Respiratory System.Lung.LUNG,System.Immune System.Myeloid.MICROGLIA,System.Digestive System.Pancreas.ALPHA CELL,System.Digestive System.Pancreas.PANCREATIC ISLET,System.Immune System.Granulocytic.GRANULOCYTE,System.Immune System.Granulocytic.NEUTROPHIL,System.Immune System.Lymphoid.BLYMPHOCYTE,System.Immune System.Lymphoid.PLASMA CELL,System.Immune System.Lymphoid.PLASMACYTOID DENDRITIC CELL,System.Immune System.Lymphoid.TLYMPHOCYTE,System.Immune System.Myeloid.DENDRITIC CELL,System.Immune System.Myeloid.MACROPHAGE,System.Immune System.Spleen.SPLEEN,System.Nervous System.PNS.MOTOR NEURON,System.Immune System.Thymus.THYMOCYTE,System.Immune System.Thymus.THYMUS,System.Integumentary System.Skin.FIBROBLAST,System.Integumentary System.Skin.HAIR FOLLICLE,System.Muscular System.Skeletal muscle.MYOBLAST,System.Nervous System.CNS.CEREBELLUM,System.Connective Tissue.Bone.STROMAL CELL,System.Nervous System.CNS.NEURON,System.Nervous System.CNS.OLIGODENDROCYTE,System.Nervous System.CNS.SPINAL CORD,System.Nervous System.CNS.MIDBRAIN
ABHD17C,6.0727,9.04913,5.66442,5.51459,4.65561,5.20789,7.84148,6.51705,6.46472,8.66757,5.90239,8.90916,8.46608,8.62973,7.04658,7.07696,8.53362,4.36936,4.11061,5.90239,4.97847,5.84343,7.38583,6.9828,7.02366,6.91696,8.25033,7.60666,7.18296,6.26032,3.70787,7.57981,7.39703,7.75933,6.97352,8.00002,8.00587,5.93591,7.67462,8.43178,6.45251,7.51341,7.33108,7.81471,6.93584,5.99799,2.16272,7.60281,4.11061,4.11061,0.113644,5.02145,5.20789,6.20796,0.113644,6.36501,5.81111,5.3649,6.07935,5.15699,7.82916,2.16272,3.05618,7.50607,6.02565,5.81111,5.69219,7.24729,7.4111,7.63309,6.26032,8.06731
ACTG1,14.2368,14.7959,12.4391,14.3981,12.7952,15.5435,14.736,14.5054,14.1447,14.7082,13.5422,16.5019,15.2572,14.7959,15.2096,14.8916,15.0373,13.8067,13.5976,13.5422,14.2816,14.8916,14.2816,15.7616,14.6025,14.6805,15.0373,15.3892,14.736,15.0775,12.0091,15.8438,16.4391,14.9608,15.5435,14.8916,15.611,14.1442,14.8916,14.8264,14.7082,15.611,15.7616,15.7616,15.4785,14.5054,13.8418,15.1641,14.781,13.2234,13.9811,13.8596,14.5779,14.3384,13.0438,14.6277,14.4832,14.4399,14.4612,14.1126,15.7616,14.8584,14.6277,15.4168,14.5902,15.308,11.8024,15.1641,15.8438,15.8438,14.1126,15.6852
ADCY3,7.12986,5.51349,8.31686,8.63669,8.29279,8.42655,8.42438,5.15699,8.73173,8.20466,6.66685,7.45599,9.28129,9.15057,9.05898,8.62634,8.72465,7.38871,8.13855,7.47443,9.20867,8.92666,7.34066,8.7545,9.16516,6.56568,9.05737,8.21708,8.33012,4.51527,7.75317,8.34337,8.79048,8.69932,8.02389,9.18212,9.84186,8.93702,9.26547,9.99958,9.33394,9.67169,9.73525,9.68367,9.05213,8.20466,7.28076,9.04961,6.50485,2.41968,0.113644,5.48396,7.82916,10.0531,3.64478,9.47998,8.81617,9.48508,9.50579,8.29015,7.53071,7.80204,7.98364,9.01947,8.75889,7.44713,8.59416,8.83548,8.13855,8.34337,9.34287,7.92973
ADPGK,8.80543,8.74043,8.19977,10.0272,8.36115,9.39153,8.92875,9.12937,9.11093,9.10686,9.11166,9.36757,9.0923,9.2414,9.90296,9.4584,9.36558,9.17908,9.52771,8.49652,8.75147,9.07842,9.33328,9.4005,8.21748,8.81763,9.22288,9.63687,8.21284,8.42438,7.62734,8.956,8.28677,9.29042,10.3978,9.50579,8.87813,9.67781,9.4005,9.47486,9.58344,9.72488,9.55219,9.64148,9.61451,10.0991,9.87999,9.66947,9.92253,8.37948,8.30332,10.6567,10.7834,10.0301,9.50903,11.3286,10.3734,11.1952,11.0493,10.2262,8.31686,9.75152,10.2486,9.50372,9.05074,9.15573,7.84148,9.35878,8.32484,8.15151,8.71667,7.97696
ALDH2,11.309,11.1376,11.9915,7.60281,11.9351,8.5931,11.1714,11.9763,11.5695,10.4289,12.956,9.91146,8.82175,10.3771,10.1422,9.78515,10.7434,9.40371,13.8779,10.4681,11.1758,9.4576,10.2159,8.05706,11.1349,10.0787,7.94115,10.3638,11.254,9.44143,11.3729,9.66533,9.62956,8.71903,10.3892,9.7965,10.4175,10.5678,9.65078,11.0834,9.85354,9.85085,7.51341,9.58227,9.04138,9.99411,9.72661,10.0834,10.2549,9.79244,9.7475,9.68676,9.89648,8.6574,9.38365,11.0387,7.02366,10.3718,10.7734,8.11086,9.83286,9.28129,9.45919,9.1636,9.55125,8.13855,10.7948,8.96476,9.87214,9.86537,12.1305,9.88508
ANGPT2,6.04217,6.80097,6.16133,5.28658,7.43196,5.10411,6.07935,4.26947,4.30784,3.9543,5.15699,3.33816,3.39116,4.43111,5.3649,4.56034,4.67269,5.35386,7.95029,6.36501,6.81895,6.01703,7.88701,3.05618,4.96278,4.43111,4.16691,4.43111,5.02256,7.53377,6.60849,4.87314,4.36363,4.11061,4.26947,4.43111,5.04875,4.67269,5.74381,2.77595,6.15395,3.39116,5.2338,4.08298,4.31312,4.93037,6.93534,4.99416,5.51459,7.69953,7.78223,5.69219,4.11061,5.20789,7.10033,4.36936,4.77752,4.77752,4.21911,5.51459,6.26032,7.80204,6.99516,4.16691,5.24886,4.87314,7.00978,5.20789,4.71212,4.84279,6.18762,4.6924
AR,8.1895,3.43619,9.39711,5.02256,8.84265,8.07872,4.16691,9.68221,8.93605,5.31558,10.3594,5.91562,4.26947,6.6835,7.19727,5.49388,3.28517,7.27746,10.7543,7.13892,8.73232,7.83709,6.38541,2.92457,6.77744,4.05534,8.71775,6.78225,6.83068,4.94657,9.9586,8.18352,4.94657,8.34797,7.68877,6.16133,5.84343,8.64827,7.4111,9.34377,7.53935,7.28076,4.3915,7.55317,6.60825,4.21911,3.39116,6.13094,6.24863,6.72289,5.02256,4.21911,3.1737,3.05618,1.81287,7.47338,2.77595,3.56825,3.76961,3.48123,7.12679,6.42264,5.3147,7.43403,7.4427,9.27441,4.93037,7.10983,6.56004,8.39281,8.03411,4.31312
ARPP21,2.41968,0.113644,0.113644,3.56825,1.81287,3.1737,0.113644,2.92457,3.94948,0.113644,2.61696,0.113644,0.113644,0.113644,2.61696,0.113644,0.113644,0.113644,1.81287,2.41968,1.20968,0.113644,1.81287,2.41968,6.74061,3.83218,0.113644,0.113644,6.09783,0.113644,9.8996,4.51527,9.70588,0.113644,1.20968,0.113644,5.67402,0.113644,0.113644,0.113644,0.113644,0.113644,0.661663,0.113644,1.20968,0.113644,0.113644,0.113644,2.16272,0.113644,0.113644,2.16272,1.20968,0.113644,0.113644,6.28725,0.113644,0.113644,0.113644,0.113644,2.92457,11.2038,9.64481,0.113644,0.113644,8.01669,11.7913,0.113644,4.99416,4.11061,6.11658,5.61271
BCDIN3D,4.99416,6.27387,6.01703,7.34635,6.00751,7.69964,6.35023,6.59685,6.45202,6.74966,6.52893,6.75224,6.47324,6.82306,6.36501,6.67736,6.2249,6.95027,6.80572,6.86236,6.06471,6.44391,7.47164,5.76006,5.98306,6.23741,6.95675,6.33959,5.61397,7.27051,6.50485,6.4358,6.09783,6.77744,7.1528,6.79623,6.72289,6.64674,6.42264,6.47324,6.34193,6.21406,6.24863,6.41713,6.2249,6.95675,8.02584,6.57131,6.79623,8.29015,8.79963,6.80572,7.03085,7.24286,8.30694,5.89404,6.92548,6.66685,6.81484,7.10033,7.34635,7.81395,7.18664,6.48238,6.31418,6.9657,6.31418,6.66685,6.83834,6.56004,5.40837,7.00873
DHODH,6.91742,7.26455,7.10985,7.33897,9.44492,7.47753,6.37631,7.69006,7.18051,6.38743,8.84983,7.06143,6.59685,6.58321,6.20187,7.27416,7.23213,7.3696,7.81103,7.37048,6.87137,7.72192,7.59589,6.41035,6.30103,6.63774,7.18273,6.97055,6.17424,6.87161,7.67462,6.78736,7.20079,7.37048,7.75625,7.32318,6.4358,6.91696,6.90917,5.59303,6.56004,6.23741,6.96122,6.50485,6.47324,7.19727,8.35798,7.40438,7.26034,8.08888,8.29312,7.3669,7.10985,8.12035,8.46608,7.45868,7.63309,6.77744,6.57131,7.53071,7.32318,7.74633,7.62407,6.63774,6.72989,7.19032,7.56734,6.61965,6.83068,6.91696,7.08465,7.21464
GBE1,9.17688,8.50407,10.8467,7.92253,9.4927,8.75117,7.93315,10.3513,11.3206,9.22023,9.82853,9.31644,8.95108,9.32852,11.1376,8.50053,8.03109,7.44713,10.3489,10.5565,9.56825,7.99073,7.89087,10.4202,7.23213,8.85351,8.6583,7.68686,7.26034,8.17413,10.9505,8.34337,7.0233,8.56328,9.65317,8.35972,7.87338,11.899,9.28308,11.0493,10.8684,10.5272,8.78132,10.7793,10.676,7.99474,8.40585,8.94859,8.5809,8.46608,7.73525,9.11265,8.22586,8.74738,6.90917,8.1174,7.93693,8.75087,9.20749,7.92253,7.42671,7.34635,7.59973,10.464,8.46029,10.9505,6.52893,10.7268,7.13293,7.41835,7.33897,7.07722
GBF1,11.0529,10.3101,10.2729,10.4075,10.3579,10.3849,10.5773,10.5354,10.5426,10.2698,9.9586,10.0696,10.4592,10.2185,11.1312,10.393,10.3131,9.92881,9.1361,9.90455,10.3702,10.1712,10.3452,10.8185,10.2463,10.7701,10.5459,9.86343,10.5612,10.2969,10.6745,10.6322,10.423,10.3669,10.1691,10.034,10.7948,10.4095,10.2872,10.4757,10.5831,11.0382,10.6557,11.2032,10.9421,10.1815,8.56328,10.1908,9.82351,9.89148,8.55418,9.63515,10.0585,10.1837,9.20348,10.2714,10.2047,10.1352,9.87578,10.1517,9.46706,9.9708,10.0879,10.5148,10.5645,10.451,10.0735,10.2791,10.3423,10.4858,10.2564,10.2317
GLIS3,10.0928,6.35617,5.40837,7.03818,4.99416,6.71268,7.62734,8.07033,7.70043,7.15725,6.93534,7.78664,4.05534,5.57065,8.85952,6.2249,5.31558,5.7177,5.15699,7.21826,8.21516,6.97799,9.44083,9.69056,8.0758,6.20187,4.05534,6.56004,8.87813,9.57687,5.07842,9.69301,6.3008,4.21911,8.35972,4.21911,2.77595,7.89585,5.76006,8.53362,9.47618,8.57341,4.26947,8.7509,8.43746,3.76961,0.113644,7.4407,6.19474,8.0758,8.88232,3.48123,3.39116,3.43619,0.113644,0.113644,3.28517,3.1737,6.27464,1.81287,4.99416,0.113644,0.113644,8.30513,6.97416,6.8453,5.91845,8.51491,6.72289,10.077,10.2292,6.49362
ITPR1,11.2772,6.76763,9.1871,9.83004,9.37375,9.19682,8.92875,6.79623,8.46409,7.02366,7.68261,6.5324,6.01703,7.85883,9.19016,8.47702,7.35149,7.2148,8.38486,9.33137,9.42402,9.02221,8.88641,6.47324,7.45283,6.89949,8.34822,7.42926,7.18296,7.49025,7.31657,6.86236,8.01155,7.75933,6.67824,8.77715,5.90239,8.87207,7.16833,9.64741,8.87239,8.02123,7.90271,8.19526,7.81499,8.92875,8.9972,7.60901,7.18273,9.53567,7.28786,8.80315,9.27797,9.33186,6.14657,10.8629,9.75599,9.60558,9.79044,9.67538,4.63537,9.78113,10.287,6.49365,7.18073,7.59665,13.6263,7.44713,5.63312,5.25971,9.32802,4.93037
KIF1B,11.7437,10.3407,11.3658,10.0171,11.5022,10.2084,10.4259,10.6583,10.3826,10.186,10.1097,10.4442,10.2226,10.3815,10.4272,10.716,10.2307,10.8321,9.94826,10.3148,10.1358,10.3177,10.9024,10.2912,12.2314,11.5918,10.2569,10.8616,12.4622,11.0014,13.0268,12.0158,13.6317,9.79044,9.48776,10.4364,13.0903,10.4306,10.4452,10.0123,10.0661,10.2912,10.1118,10.3098,10.5131,9.57864,9.24262,9.99244,10.2195,9.70764,9.77414,10.1022,9.68003,8.88232,9.15057,9.16523,8.9972,10.3565,10.5468,8.71416,12.4199,9.06946,8.75714,10.3836,10.8162,11.0036,14.6805,10.0663,12.72,14.1764,13.4987,12.7883
LRPPRC,11.6619,10.3245,11.5747,9.20749,10.6058,9.39494,10.7422,10.9533,10.9404,10.5247,10.9157,11.2378,11.2934,11.128,10.6835,11.31,11.5202,10.7521,10.2599,10.6198,10.2644,10.1284,11.206,11.193,10.3227,11.1881,11.8473,11.3242,10.2463,10.8442,11.8267,10.845,10.7024,11.4306,11.6423,11.584,11.0762,11.0012,10.745,10.3747,10.3667,10.7634,11.2919,10.4063,10.7232,10.4893,10.6231,10.9886,10.5864,10.2011,10.0919,7.94307,9.40484,11.9997,10.2165,10.5747,11.1264,10.362,10.2047,10.3938,11.1681,10.8704,10.5743,10.7008,10.2119,10.761,11.395,10.5459,11.1041,11.2922,10.6886,10.8239
MLN,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,1.20968,0.113644,0.113644,0.113644,2.16272,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,1.20968,0.113644,0.113644
MMS22L,8.02584,7.90962,5.81111,8.56328,7.46965,7.66355,7.46884,6.42264,6.14218,7.86771,6.51705,7.29936,7.95029,8.41038,7.39734,9.18514,8.35624,9.78015,8.37004,8.06575,6.8903,8.42808,9.39654,9.05898,7.16833,8.22586,8.72423,8.24618,6.14657,8.72331,6.33362,8.4817,8.40499,8.46109,8.68912,8.88637,5.61397,7.43403,8.27173,6.90917,7.4337,6.9657,7.19032,7.95044,7.77871,8.29312,9.59322,8.50395,8.60355,9.10164,9.15338,8.53577,7.12679,9.03711,9.71032,7.81103,8.57799,7.54934,7.00978,8.63303,8.77715,10.35,9.24546,8.27173,8.92419,8.26793,9.75152,7.90271,8.22586,9.27797,8.78855,8.34151
NPIPB6,3.05618,3.67632,2.77595,1.20968,2.92457,2.69645,3.56825,2.92457,4.13723,3.56825,2.16272,4.11188,3.05618,3.56825,3.1737,3.28517,3.28517,4.72917,2.77595,3.1737,1.51127,2.69645,3.56825,2.61696,3.1737,3.48123,4.16691,3.28517,3.56825,1.9878,3.05618,3.64478,3.64478,3.64478,5.07842,2.61696,2.77595,2.92457,2.92457,3.48123,3.22943,3.1737,3.1737,4.49483,2.92457,3.56825,0.113644,3.1737,3.05618,0.113644,0.113644,3.1737,4.47438,4.43111,0.113644,4.31312,4.51527,3.64478,3.1737,4.38682,3.48123,2.41968,3.92507,2.92457,1.81287,2.16272,3.39116,2.41968,3.70787,3.70787,2.92457,3.11494
PHACTR1,7.65398,6.21948,9.98229,8.2346,8.8874,7.92984,7.28786,4.56034,5.19501,5.20789,5.34282,4.05725,4.56034,5.484,4.74622,6.78736,5.76006,8.46413,7.00978,8.89501,7.79214,7.94307,8.99253,5.23546,8.05706,8.57705,5.12981,5.60189,8.33964,7.30253,5.76006,6.83068,9.7995,4.99416,4.80976,4.67269,10.3359,4.89983,6.93534,5.69219,6.49047,5.45333,10.2863,5.04875,4.96278,7.21826,9.76853,6.30103,8.98602,7.53683,8.12035,9.86944,8.97048,10.4861,9.47119,10.558,5.76006,9.5203,8.4413,8.23044,9.33518,6.67736,7.84148,6.49365,8.65529,7.23871,9.02325,4.51527,8.9198,8.04272,8.84618,9.23488
PLEKHB1,5.27315,4.02961,6.97055,7.9722,6.24009,5.89404,7.65906,3.83218,2.16272,3.39116,3.9543,5.82958,1.81287,2.92457,3.9543,5.99799,6.64674,5.3292,2.41968,4.00388,7.53377,6.56568,4.6359,4.51527,11.6303,10.9463,5.74381,6.88084,12.4925,7.4529,5.7726,6.77744,7.12376,5.28658,4.24429,2.92457,5.8662,2.92457,3.1737,4.05534,4.99267,3.76961,6.42264,3.22943,3.05618,5.76006,0.113644,4.56034,5.41928,6.37631,0.113644,3.70787,6.45202,5.22167,0.113644,3.33816,7.16833,2.77595,4.16691,6.03426,4.11061,5.63312,5.07842,3.05618,2.41968,2.41968,10.8306,2.41968,5.5514,7.51341,14.3189,7.29676
R3HDM1,8.12365,8.13392,7.82186,8.91634,8.47891,8.50863,8.75978,8.3629,8.49046,8.69932,8.27953,8.27229,9.22919,8.98294,8.98773,9.01157,8.84201,9.59394,8.40357,9.00084,7.74729,8.69744,9.20453,8.68093,9.41463,9.17341,9.12689,8.54244,9.37661,9.73322,9.33384,9.46706,9.5932,9.05621,9.17667,9.15057,9.48508,8.15592,8.55124,8.36605,8.68388,8.90075,8.51608,8.93702,8.95108,8.6904,9.41463,9.06558,9.00523,9.27797,8.91634,8.07307,8.28634,10.1074,9.63172,10.1431,9.37935,8.8243,8.46608,9.35745,9.7182,10.7478,9.979,8.97048,9.03868,8.78698,10.0805,8.99596,9.65802,9.714,8.85952,9.79244
RASGRF1,3.97909,2.91606,1.81287,7.41835,1.81287,5.16885,2.61696,2.16272,2.83657,3.48123,2.16272,4.21819,3.48123,3.28517,2.16272,3.05618,3.39116,2.92457,2.16272,1.81287,2.41968,3.48123,3.48123,3.9543,7.38969,5.51459,3.1737,2.41968,6.57131,7.06926,1.81287,3.1737,2.41968,4.56034,3.28517,4.16691,4.77752,1.81287,2.41968,2.16272,1.81287,3.05618,4.88649,3.48123,2.77595,2.61696,1.81287,3.64478,4.77752,8.18352,7.88609,2.41968,2.92457,5.81952,3.28517,4.16691,2.77595,4.93037,5.12981,3.1737,5.25971,2.41968,3.1737,2.61696,3.05618,4.77752,11.5092,2.16272,4.77752,2.61696,10.5481,4.94657
RMC1,8.17964,8.70832,7.557,9.90193,7.21826,8.94821,7.33029,8.52491,8.48273,8.01669,8.2838,8.91129,8.05298,8.18742,7.95551,8.10391,8.13314,7.97682,7.38969,7.64512,7.51341,7.77228,7.73084,8.18352,7.11933,8.06804,7.88609,7.98141,7.28076,7.96386,7.22538,7.51938,7.63847,8.01158,8.45365,7.43403,8.64543,8.0758,7.76936,7.93315,7.45576,7.89087,8.31217,8.30694,7.95783,8.3629,8.02584,7.89087,8.15151,8.45124,6.35023,9.33204,9.1244,8.73588,8.01158,10.5148,9.11669,9.05621,8.98432,8.96857,7.45868,8.4413,8.57047,7.91821,7.91842,7.86771,7.02366,7.6925,7.57242,7.16288,7.33029,7.6178
TFAP2D,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,2.2912,0.113644,0.113644,0.113644,4.51527,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644,0.113644
ZKSCAN5,7.84403,7.98583,7.38198,8.35306,7.68234,8.0692,7.31657,7.73975,7.74375,7.66284,7.4111,7.88335,7.88609,7.808,8.17773,8.08715,7.80204,8.41258,7.95029,7.71533,7.32318,7.75933,8.1885,8.06575,8.03109,8.30332,8.24738,8.93289,7.88005,7.99022,8.0758,8.4817,8.24688,7.85429,8.29854,7.85098,8.24738,8.11086,7.78955,7.92253,7.84623,8.14304,8.16103,8.21297,8.05706,7.70909,8.10586,7.98584,8.19977,8.08164,7.73975,8.55848,7.74633,8.38217,8.3814,8.37476,8.16377,8.10586,8.0758,8.18352,8.4916,8.58717,8.12854,8.18352,7.84148,8.33012,8.46608,8.00002,8.65633,8.82175,7.7649,8.48728
ZNF608,9.35242,8.40289,7.14836,4.80976,9.63812,6.76229,8.4413,6.9462,6.21251,7.36331,6.13094,7.35435,5.88569,7.56194,7.37048,8.10034,7.53071,8.26256,6.88558,6.8903,8.30882,7.72771,9.07489,9.68444,9.148,9.93271,6.66685,8.83481,9.60298,9.89801,7.45868,9.70888,10.7304,5.61397,5.66442,4.99416,8.26793,7.47443,6.24863,8.08888,8.00002,7.10033,8.7125,7.48612,6.97799,4.96278,1.81287,6.74061,7.98364,8.02123,7.06978,6.6523,5.23546,8.00803,0.113644,7.35178,2.16272,3.48123,1.20968,3.70787,9.50118,6.85317,7.25974,6.87137,9.39807,8.06575,9.78366,5.96743,10.3565,10.9886,9.99846,9.9715
